model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhkp;rhkf;man;rch;offset;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;r_rank_sfr;r_lin_sfr;r_rank_multi;MAE_multi
1519;439.5334;3.278924;8.961339;6.2949767;2.2014074;6.992817;0.90747344;5.8029995;0.39249533;4.923622;3.591781;2.2014074;2.0547054;1.9925406;1.1593668;0.39249533;2.400669;3.591781;0.8857986;1.0826252;0.16901556;0.1385121;1.1287351;0.001360096;0.000240535;1.0261307;1.0247855;2.6116107;-2.8138178674738223;-0.09423818657228367;5.981359205685318;2.239507272684193;0.4695547867391791;0.9167962517991057;0.7494228849828346;0.4453079422372117;0.8536585365853658;0.5853658536585366;0.34146341463414637;0.5486594468443864;-0.5486594468443864;-0.3715797648434823;0.3715797648434823;0.8571428571428572;0.9794404975111437;0.7369310027733154;4.8946079021147675
1520;458.2659;2.6190386;9.012587;6.2499356;3.6374905;7.086736;0.9526051;6.5604835;0.46571484;2.1747756;6.768147;2.253583;2.0279043;0.95850605;6.5604835;0.22361074;2.1747756;6.768147;0.99567276;1.0114349;0.42578202;0.22361074;1.1270089;0.000481034;8.59193e-05;1.0448958;1.0130031;1.1744373;-2.8445518938695082;0.4513771090576597;6.79665421248191;2.2330983436276597;0.42349871404114414;0.9706963592398723;0.68269734439428;0.4304252226578309;0.7804878048780488;0.6341463414634146;0.2682926829268293;0.6224106961557115;-0.6224106961557115;-0.4343786760174887;0.4343786760174887;0.9047619047619048;0.9736499259475236;0.6907585560443279;5.561609966294196
1521;505.87827;1.2198416;9.528997;4.241992;3.9438877;6.3988395;1.8158697;2.229836;0.47437352;6.2344522;5.8933153;1.5977827;2.022091;0.5242037;2.229836;0.39637566;4.3581996;3.3424132;1.1732299;0.84136015;0.8265866;0.39637566;1.1829356;0.001148028;0.000298353;0.9362063;0.9716464;2.735767;-4.830491527025766;-0.5456255962488399;7.101220545504957;2.0756652277213163;0.7778231152283434;1.114996535790225;0.7027309558475562;0.4489381159958419;0.8536585365853658;0.6585365853658537;0.2682926829268293;0.7988685927268543;-0.7988685927268543;-0.5767979157725778;0.5767979157725778;0.6190476190476191;0.9417164127779719;0.6620460812182501;5.83413708053957
1522;576.5651;4.4436784;5.0645633;9.096179;2.9784427;9.3208885;1.6069967;6.525379;0.32641745;3.5537632;6.7251635;2.9784427;1.2248856;0.78015643;2.2310634;0.2069599;3.5537632;6.7251635;1.1275343;0.9371624;0.16129711;0.2069599;1.1491778;0.000584666;0.000299448;1.0654433;1.009051;2.417272;-3.2385937064826664;0.4087766750703281;6.858107265601864;2.1981761771445463;0.3565589147000269;0.8935415741316617;0.721031549541483;0.4327530935246919;0.8780487804878049;0.5609756097560976;0.34146341463414637;0.5603630321415429;-0.5603630321415429;-0.37328322798835;0.37328322798835;0.8333333333333335;0.9791793007624507;0.7103717685856368;5.601280434251152
1523;552.1092;1.0627501;9.88547;5.5560746;2.2559285;2.8048654;1.6288042;6.87254;0.23052071;2.1119401;9.438588;2.2559285;2.0918517;0.90427446;5.0470204;0.16537912;2.1119401;2.0471;1.0062327;0.68481976;0.32890114;0.16537912;1.0428182;0.00116716;0.000140349;0.9737071;1.0903407;1.7346135;-2.344421634103239;0.7308028529647572;6.318076117417179;1.569367590794002;0.23525780803235888;0.7832751738023318;0.758668769140555;0.4398905971889265;0.7804878048780488;0.6097560975609756;0.3902439024390244;0.4938215840076019;-0.4938215840076019;-0.33710186562375044;0.33710186562375044;0.8571428571428572;0.9775230176308929;0.7443639684687375;5.156699872277748
1524;541.63153;4.5939345;8.042693;8.472257;2.1766768;3.2989693;2.3140838;6.4949446;0.46248654;5.138126;3.6032562;2.1766768;1.6780888;2.129639;0.8356269;0.10271586;5.138126;3.6032562;0.9977869;1.1672205;0.28823385;0.10271586;1.0431921;0.001091233;0.000432409;1.079888;0.966934;1.8596591;;;;;;;;;;;;;;;;;;;
1525;435.0361;4.1674347;6.844005;5.972146;2.0908134;1.6246107;1.6140922;1.2491031;0.48895943;7.290692;8.188419;2.0908134;0.87119853;1.2467027;1.2491031;0.22033417;7.290692;8.188419;0.832515;0.7452665;0.63275385;0.22033417;1.1462467;0.0010923;0.000302567;1.0326504;0.9805018;1.5461248;;;;;;;;;;;;;;;;;;;
1526;471.53653;1.3032929;4.8335476;4.27258;3.75756;9.421395;1.6606482;3.2505455;0.40105894;8.2825;6.759564;1.9783583;1.6466595;1.6522027;0.44750056;0.40105894;3.211372;6.759564;1.1796498;1.0098095;0.7041391;0.15695682;1.0136305;0.000971199;8.20938e-05;0.96966183;1.083535;2.4270823;;;;;;;;;;;;;;;;;;;
1527;495.681;3.8944442;8.566124;7.621697;2.8843973;5.037398;1.8226541;7.289088;0.33143476;4.0674963;9.88342;2.3628304;1.3327538;1.492326;0.70628697;0.33143476;4.0674963;2.1786551;0.83623135;1.3202237;0.72427243;0.29120237;1.0776199;0.001206098;0.00010456;1.0583163;1.0307014;2.583401;-3.256437114264616;-0.01659621413750756;5.830258900931159;2.0276761083313204;0.5392542964160072;0.9110423729343997;0.7283418274254887;0.46857720277165144;0.8536585365853658;0.7317073170731707;0.36585365853658536;0.7056805379443094;-0.7056805379443094;-0.5099938099393143;0.5099938099393143;0.6190476190476191;0.9438589097998615;0.6826352132710979;4.797765867484941
1528;429.4852;4.083767;7.8536515;2.5103366;3.760737;4.5553355;1.5210576;4.501365;0.16650903;5.8718224;4.3115916;2.5529091;1.769709;1.5136954;4.501365;0.16650903;5.8718224;4.3115916;1.0716314;1.0706211;0.26225835;0.16650903;1.0119772;0.000658234;0.000141045;1.0753106;1.022695;2.0018475;-3.0860485184916726;0.5150603098808233;6.5642298782499395;1.5327823418658966;0.24866439601763823;0.7974564792260612;0.7499564497889181;0.4606550803350225;0.8536585365853658;0.6097560975609756;0.43902439024390244;0.5638678570692752;-0.5638678570692752;-0.3772094548693732;0.3772094548693732;0.8571428571428572;0.9774369873690449;0.7373599470291863;5.365575840486309
1529;454.68594;3.4092283;6.22858;9.724091;2.7256558;9.869367;1.6631957;6.002035;0.35072675;7.8225856;9.063636;2.1669114;1.807307;1.2879847;6.002035;0.1505829;7.8225856;8.169972;1.0872916;0.51036865;0.39032498;0.1505829;1.0539916;0.000927677;9.50602e-05;1.0803213;1.0393368;0.8983022;-3.380531554854384;0.19031348712186968;6.626943659342917;1.8469990104061083;0.36634191547159145;0.8591271984076043;0.7419411159854119;0.4723424505966694;0.8048780487804879;0.6829268292682927;0.2926829268292683;0.5838663604566166;-0.5838663604566166;-0.3924959092326624;0.3924959092326624;0.8571428571428572;0.9739006004232124;0.730916247304799;5.419129821896324
1530;461.66663;3.3106833;9.974028;6.107953;3.176123;4.792502;1.9935298;3.0084333;0.19407052;9.916788;3.6615222;3.025223;1.6874545;2.153984;2.8009105;0.19407052;5.4515977;2.6742413;1.1645988;1.115542;0.52771527;0.13362794;1.1143545;0.001241798;1.32526e-05;1.085249;0.9757035;1.1875306;-3.904063371698638;0.13658759078836624;6.950543004318916;1.894696040959019;0.4140467047313177;0.8750314962024511;0.7630249288163736;0.4622136927844402;0.8292682926829268;0.7317073170731707;0.3170731707317073;0.6830501896059747;-0.6830501896059747;-0.4708977065545782;0.4708977065545782;0.7380952380952381;0.9681487226588086;0.7291918428673182;5.694836562625948
1531;425.45523;1.1987481;3.1700985;1.8479075;3.347677;3.9470642;2.3305624;3.9067452;0.17133753;9.372396;7.364335;1.5877835;1.8294976;2.2521849;3.9067452;0.17133753;7.5345745;7.364335;0.82949847;1.1537687;0.5164774;0.15349327;1.0310675;0.000913138;0.000287517;1.0720097;0.9669009;2.8740203;-3.3870802118062335;0.009099202765412429;5.894829528349934;2.006400390718369;0.4076729526043558;0.8168698966625695;0.7600627402368171;0.4987797618404149;0.8292682926829268;0.6585365853658537;0.36585365853658536;0.6869539284459455;-0.6869539284459455;-0.472314352533156;0.472314352533156;0.7380952380952381;0.9671921252020014;0.7268104755778707;4.8467380801944095
1532;510.04794;1.2379855;6.739962;4.73436;2.1000679;2.799017;2.3641856;3.4914782;0.2602379;4.5093536;7.3773284;2.1000679;0.9045157;1.9234824;2.9069011;0.2602379;4.5093536;6.23858;1.1944633;0.9045157;0.304705;0.2602379;1.0906696;0.00087118;0.000227723;1.0650686;1.041737;0.25611985;-3.0034424846644523;1.5292261898869128;7.054875730138891;2.3241820392833574;0.29296253041903597;0.8826621597902208;0.7290468833449891;0.44310709721057207;0.8048780487804879;0.6829268292682927;0.2682926829268293;0.5642254046536404;-0.5642254046536404;-0.38417095322383316;0.38417095322383316;0.8571428571428572;0.9772675449639932;0.7205502955742631;5.760072709273013
1533;541.0056;3.9091547;3.8222573;7.384098;3.363189;4.9030066;1.8357908;6.1762557;0.25991938;5.300967;5.709043;2.2080412;1.7758079;1.2781911;6.1762557;0.17163382;5.300967;4.3416953;0.8942406;0.59996766;0.54436773;0.17163382;1.0071654;0.001266656;0.000126877;1.0011306;0.98399365;0.7916255;-2.9864641848617364;0.3342177392738961;6.221039856919514;1.9376662378152787;0.35330696695436686;0.8321743876482545;0.7473427539834269;0.47182245789223165;0.8292682926829268;0.7073170731707317;0.3170731707317073;0.6729370857266204;-0.6729370857266204;-0.4647721446778748;0.4647721446778748;0.7380952380952381;0.967299327061152;0.7165846042761257;5.106786878813981
1534;413.98633;1.4222608;5.0663733;1.5197984;3.599432;7.139486;1.0374067;1.9707423;0.30317307;9.422664;5.260525;3.4975884;1.9397374;2.1030874;1.9707423;0.23086414;5.333958;5.260525;0.8342792;0.9460818;0.16963643;0.16077088;1.1996047;0.000767607;8.23e-05;0.9781875;1.0772607;0.53889024;-2.0352243048558774;0.8766186727266643;5.941185247435362;1.7881171119668693;0.19234616696265744;0.7843119420238931;0.7347970141170695;0.4790987447646646;0.8048780487804879;0.6585365853658537;0.34146341463414637;0.4892582984313495;-0.4892582984313495;-0.32197137400947307;0.32197137400947307;0.8333333333333335;0.9787146030006054;0.7214381224601278;4.852993363378444
1535;496.2246;1.9673764;3.9844131;3.2785623;2.0441594;9.218269;2.234161;3.9903004;0.25397846;6.506585;9.721499;2.0441594;2.2311983;1.8972826;0.5971306;0.25397846;2.8391716;2.8031113;0.82657504;1.0927362;0.79820067;0.25397846;1.1078608;0.000670786;2.8166e-05;1.0042198;1.070775;0.30568093;-2.191219632358184;0.46802785342873676;6.058152370595668;2.348073965432718;0.2995789839450653;0.8531548384755481;0.7117964910287476;0.4722381016648381;0.8292682926829268;0.6341463414634146;0.21951219512195122;0.6684215718321056;-0.6684215718321056;-0.4775865018435703;0.4775865018435703;0.6190476190476191;0.946103677417422;0.6693340604815609;4.97512979939371
1536;556.44226;2.9953463;3.9444523;9.311805;2.1176436;2.640472;1.8879751;6.7662516;0.11520663;2.088432;7.8397503;2.1176436;2.3059568;0.85530114;6.7662516;0.11520663;2.088432;4.3873105;0.8900469;0.8631579;0.29369533;0.11520663;1.1370384;0.000700778;0.000394507;1.0857729;1.0180981;1.8533592;-2.0221867148957933;0.755840837254766;6.217688412612873;1.8752819860409602;0.14533935674140938;0.7363996895983865;0.7508276817240817;0.44495275781442295;0.7804878048780488;0.5609756097560976;0.3902439024390244;0.5538721204847472;-0.5538721204847472;-0.3723996685885433;0.3723996685885433;0.8333333333333335;0.9776010663304947;0.7343255219089022;5.085415723156975
1537;549.598;1.6566547;4.329118;4.141447;3.044177;7.200198;1.2353437;6.6178217;0.29264432;7.7320395;8.088825;2.3176684;2.470355;2.4211402;6.6178217;0.17325518;5.3505716;3.8162038;0.8688741;0.8521013;0.4033883;0.17325518;1.1179713;0.000841106;3.34939e-05;1.0986654;1.0240711;2.7259674;-3.036141082461618;0.02031847395662112;5.736424712580441;1.4315552547513732;0.3939773337552749;0.8212505153764517;0.7663225757519465;0.47827512664696203;0.8780487804878049;0.6829268292682927;0.4146341463414634;0.6024619239565315;-0.6024619239565315;-0.41073009771260793;0.41073009771260793;0.9047619047619048;0.9733567943450572;0.7579866832142166;4.706139384459811
1538;563.01465;4.159358;1.4157841;2.3483799;3.9427657;0.9603441;1.7548435;6.295163;0.22035594;5.706735;8.186388;1.803926;0.9603441;0.99560916;6.295163;0.22035594;5.706735;7.642889;0.9898895;0.9603441;0.19711302;0.22035594;1.0999786;0.001320425;7.92769e-05;1.0701817;0.93448573;0.03585951;-2.9387527358322556;0.32837429075664204;6.787022786287898;1.8154662560620238;0.2848977895428678;0.8630933467548006;0.7175466218008282;0.45994813036978893;0.8048780487804879;0.6829268292682927;0.3170731707317073;0.6436941059248282;-0.6436941059248282;-0.4325710664404654;0.4325710664404654;0.8571428571428572;0.9777486501736485;0.7113049872740551;5.557205629121617
1539;489.64813;4.229512;1.2627358;1.7952825;3.9464898;8.188045;1.3453376;1.6873833;0.3363845;8.082666;4.340025;3.1686585;1.9902017;0.5177504;1.6873833;0.22200763;8.082666;4.340025;0.999392;0.6392689;0.31157073;0.22200763;1.1422676;0.001096943;0.000173023;1.0573789;1.0370979;0.043129012;;;;;;;;;;;;;;;;;;;
1540;564.1114;4.3685727;7.496793;6.53347;2.2191572;3.4493215;2.1669102;4.772029;0.26764712;9.311683;3.3585408;2.2191572;2.317024;1.6398356;4.772029;0.22918507;3.5239258;3.3585408;0.8676941;0.7263676;0.40218145;0.12928425;1.1823039;0.000678544;0.000445492;1.0235553;0.95054674;2.6218348;-3.1805036152991075;0.38096477674159246;6.077641597237162;1.9493893486503282;0.4069355144262047;0.8472759767448219;0.7501197794475403;0.4635985009143126;0.8780487804878049;0.6585365853658537;0.2926829268292683;0.6831595239632349;-0.6831595239632349;-0.46140669166436094;0.46140669166436094;0.9047619047619048;0.9713581330113618;0.7449609057930273;4.993109444675089
1541;448.1506;1.1982725;3.7292678;5.9790115;3.521761;1.256914;1.1732906;3.095933;0.2618726;4.9651465;3.3502595;2.6173615;1.256914;1.3435829;2.4537356;0.2618726;4.9651465;3.3502595;0.8342098;1.0847129;0.97859704;0.2618726;1.1209466;0.00134139;0.000201414;1.0720373;0.9443305;2.8712504;-3.984727682269956;-0.4077550605294107;6.216570132770713;1.8504007504088236;0.6119888495645261;0.9544204315473162;0.7177141868387276;0.4751672224360046;0.8536585365853658;0.7073170731707317;0.2926829268292683;0.8205109023023154;-0.8205109023023154;-0.5871443942455927;0.5871443942455927;0.6190476190476191;0.9435147640496345;0.67409142377978;5.126342405137603
1542;472.1621;2.7114925;1.093053;6.794449;3.5866377;4.487584;1.3793398;7.312919;0.44235495;5.718126;6.8596783;3.4578369;1.5739723;0.8374561;5.9296803;0.33887812;5.718126;4.3060594;1.0649787;0.5362237;0.4682614;0.32174286;1.0474373;0.001296384;0.000300758;0.9855102;0.9187141;2.2111747;-4.675651908542332;-0.08450671100629847;6.876505623165896;1.8003206754937082;0.723355738007826;1.0632339080531301;0.72782715863576;0.4538944340631154;0.8780487804878049;0.6829268292682927;0.36585365853658536;0.7530337553151021;-0.7530337553151021;-0.5258901745705629;0.5258901745705629;0.7380952380952381;0.9674274283520413;0.7008955962515308;5.646294129261226
1543;435.27112;4.3876705;1.6414785;9.6181345;3.7539105;9.021929;2.0858953;4.7544723;0.39645872;5.5157113;5.6044846;1.9599916;1.3150486;0.613436;1.7009339;0.29784554;3.7511566;3.678982;0.96054906;0.8518169;0.21807826;0.29784554;1.1876869;0.000808868;0.000143782;0.9864308;1.0303377;0.8807643;-2.614991600269843;0.5257585079524745;6.445191245181931;2.3991065764116115;0.3744517235105396;0.9159478404726449;0.6830458371683453;0.4463934157774984;0.8292682926829268;0.6585365853658537;0.2682926829268293;0.561848282533196;-0.561848282533196;-0.38177137297498925;0.38177137297498925;0.8571428571428572;0.9784243126003566;0.6835690623734316;5.269561319857348
1544;493.49692;2.4528775;2.682228;1.4470762;2.0870364;3.0187638;0.9008566;6.857682;0.41671187;5.088558;4.6414714;2.0870364;1.0377618;1.1540611;6.857682;0.10305608;2.2943392;3.0969372;0.8361297;1.0377618;0.14148463;0.10305608;1.158134;0.00128678;0.000105607;0.9083994;1.0857418;1.5811459;-1.8203324635434888;0.772569480472157;5.707935258868347;1.789511342542255;0.23977369992891603;0.7873474936415125;0.7651158854607665;0.4565728696208027;0.8048780487804879;0.5853658536585366;0.3170731707317073;0.4622259818671793;-0.45439400846885436;-0.29945260235808663;0.3190325358538989;0.8333333333333335;0.979109177571182;0.7458121170697665;4.6612383033047
1545;478.41202;3.7832816;1.3387315;2.6988063;3.9448671;3.5144436;1.6280017;2.1705105;0.3537422;5.864114;3.3065515;1.5164704;1.8540386;0.8074562;2.1705105;0.15954854;2.364079;2.7036326;1.1839542;0.53206235;0.48197398;0.13304146;1.0953487;0.001284345;0.000353501;0.96278393;0.93828446;0.44043532;-3.6222351286147045;1.1851807438735023;7.270581057958937;1.9409852211712177;0.4400812933273026;0.9596123354186646;0.7151071723823698;0.43393534032440373;0.8048780487804879;0.6829268292682927;0.1951219512195122;0.7025566340542779;-0.7025566340542779;-0.4819493054558749;0.4819493054558749;0.8095238095238096;0.97098455353014;0.7018742067425027;5.955181891151974
1546;448.18542;3.3569837;9.509939;3.0278013;3.6434171;2.4266994;1.3977123;6.3749623;0.45202154;6.9732833;3.933998;1.6344726;1.142404;1.9779776;1.6829867;0.12483582;5.718226;3.933998;1.0848815;1.142404;0.89513165;0.12483582;1.0896771;0.00068993;8.07564e-05;0.98969537;1.0468231;2.5537777;-4.0953812726596235;-0.25936842609186783;6.48704700267533;1.8594943400387365;0.5643817982513255;0.9487020930574918;0.714055490899023;0.4691983514127017;0.8536585365853658;0.6341463414634146;0.36585365853658536;0.7163546523487311;-0.7163546523487311;-0.503411631578349;0.503411631578349;0.6190476190476191;0.940603784757949;0.6711501192008019;5.327446359381929
1547;550.35614;2.3888345;6.072084;4.7865086;3.2153726;9.832686;1.2347273;3.6954432;0.35261223;2.0662;4.4447994;3.2153726;1.8656272;0.5972858;3.6954432;0.12926278;2.0662;4.4447994;0.87637985;1.1989331;0.6895944;0.12926278;1.1228437;0.001312089;0.000202688;1.0871174;1.0252461;1.0041813;;;;;;;;;;;;;;;;;;;
1548;462.76935;2.1056194;4.485622;2.0013397;2.1336563;4.837561;0.719998;4.15523;0.11153423;8.935657;7.1074834;2.1336563;2.0215795;1.8319128;1.8770787;0.11153423;5.6472917;7.1074834;0.8594579;0.61496145;0.9562867;0.108158596;1.0717025;0.001246535;0.000330234;1.0024438;1.0652755;1.9412407;-3.0609621299718093;0.17006297539251136;5.714966910336492;1.2334098663616828;0.36192754458103565;0.7658448157070139;0.7591794074887136;0.4954261939863417;0.8292682926829268;0.6829268292682927;0.4146341463414634;0.6790192179802061;-0.6790192179802061;-0.47952426997550657;0.47952426997550657;0.6190476190476191;0.9450782989998389;0.7074262090082002;4.700897981718389
1549;454.56085;3.6109724;5.747681;4.629816;2.4803164;9.525169;0.5232976;6.3472347;0.30101886;8.965271;7.0671716;2.4694822;2.077033;1.3354071;0.29834545;0.26232195;5.603983;7.0671716;0.8394029;1.2355196;0.573573;0.23187672;1.0842441;0.000555185;0.000241097;1.0149937;0.93937737;2.151406;;;;;;;;;;;;;;;;;;;
1550;426.17807;1.5344965;1.9266629;8.327372;2.6932628;1.7359991;1.7273685;2.2947094;0.329819;3.4766111;7.6808352;2.6932628;1.7359991;0.80065536;2.2947094;0.14360546;3.4766111;7.518383;1.0572827;0.9379589;0.94481486;0.14360546;1.1262803;0.000503804;0.000297161;1.0013161;0.9196923;1.6062568;-4.201948671781079;-0.09616558851880086;7.2695707519519575;2.099302217902249;0.5415036160966596;0.9973260767652563;0.6928002097255007;0.44917890772651586;0.7804878048780488;0.6341463414634146;0.24390243902439024;0.8357678465096261;-0.8357678465096261;-0.5873538232723461;0.5873538232723461;0.6190476190476191;0.941411364553067;0.6540625402181663;5.975265560825633
1551;487.76434;4.4404902;7.2867947;2.3892863;3.7147748;4.982445;1.6202829;2.0590727;0.45650926;2.9537666;7.9681497;3.4890127;1.0886954;2.168663;2.0590727;0.45650926;2.9537666;2.1222594;1.0282084;0.74121;0.13918291;0.10078639;1.0137691;0.001157947;0.000356437;0.95104474;0.9398244;0.1566029;;;;;;;;;;;;;;;;;;;
1552;460.59293;3.3057737;9.723273;9.240882;3.5222409;5.2161427;2.372299;1.3361211;0.30631563;7.6654825;7.7907157;2.5891778;0.53947216;2.3314893;1.3361211;0.24010572;7.1487746;6.013331;1.1456532;0.53947216;0.8623083;0.24010572;1.0951446;0.001116667;0.000160367;1.0590014;1.0167919;0.66435826;-4.200881076323326;-0.1278527675979717;7.103662457438034;2.2656140479231226;0.5069256263695137;0.9498933781302901;0.7212057959285159;0.47030136587240656;0.8292682926829268;0.7073170731707317;0.24390243902439024;0.7409787218873611;-0.7409787218873611;-0.5249853842118122;0.5249853842118122;0.6190476190476191;0.9423211211471444;0.6768984036362765;5.827019422158005
1553;473.85455;1.446014;2.08898;9.192406;3.881441;3.2288685;1.1024743;4.508946;0.19453956;9.617698;2.4835083;2.0257993;0.57561946;1.0364015;2.8175373;0.19453956;6.198277;2.4835083;0.9790711;0.57561946;0.93090034;0.19453956;1.1055261;0.000739883;6.30088e-05;0.965817;1.0228976;0.33614022;-3.3524543374733664;0.12763037585335724;6.663505604654596;2.3124093480648753;0.3541937591609924;0.8732268224709531;0.7165011434786318;0.4793182871145661;0.8048780487804879;0.6341463414634146;0.2926829268292683;0.7384923443976914;-0.7384923443976914;-0.5176990027202398;0.5176990027202398;0.6190476190476191;0.9412862391144396;0.6731162320589188;5.472777814627843
1554;447.19946;3.8141105;2.288661;5.568184;2.845075;5.425703;0.5811696;5.540128;0.28017008;3.1885505;7.1195507;2.4462934;1.0731814;1.5525787;2.7481;0.28017008;3.1885505;7.1195507;0.95887756;1.0731814;0.97490555;0.28017008;1.0621159;0.001127164;6.71335e-05;0.9539603;0.9224205;2.9195986;-4.32054013031108;-0.36292135237061984;6.776291535742873;1.9796563974573473;0.6588563180624271;1.015895161368249;0.7236377897887256;0.4518212490447207;0.8536585365853658;0.6341463414634146;0.2926829268292683;0.8390304803317836;-0.8390304803317836;-0.601716394266016;0.601716394266016;0.6190476190476191;0.9444945427880527;0.6788535359552686;5.579219545257099
