model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhk;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;E_multi
51;401.47244;70.232796;6.764969;8.468703;53.513145;3.5394435;1.7572483;1.2319456;1.8441001;1.2462835;1.30397;51.97151;1.0397668;1.396406;1.1737232;0.61607236;1.2462835;0.702065;38.35752;1.0397668;0.7086632;0.61607236;3.7457106;0.009422216;0.98863626;0.0;1;0.9965353088897816;0.8379727623657516;2.7032850974670075;1.8729280051556998;0.6880492985627328;2.6367672472806816;0.27386127875258304;0.24782437824220546;0.8461538461538461;0.6410256410256411;0.1794871794871795;0.6640776888379264;-0.6640776888379264;-2.2107651290346553;2.2107651290346553;1.2719394692268446
52;557.3849;76.903;8.367307;6.669709;55.10516;3.887789;1.6641624;1.6116003;1.7694943;0.7700943;1.6565468;50.417156;1.852319;0.871083;1.0258445;1.5316046;0.64957434;0.724959;40.749046;0.9561204;1.0398077;1.1922635;1.9286731;0.009016993;1.0214447;0.0;1;0.06451748142487992;-0.7613484953392913;3.9200864834950675;3.707570425148589;0.7591731236024037;2.7078910723203524;0.27386127875258304;0.2478243782422054;0.6666666666666666;0.41025641025641024;0.1282051282051282;0.6894542042117052;-0.6894542042117052;-2.292444347745163;2.292444347745163;1.3055187035856088
53;532.97015;74.12645;1.5995216;7.896418;58.054348;8.49265;1.885349;1.4919975;0.9889896;1.3534149;1.9034406;54.316574;1.2233733;0.89756894;0.51611584;0.9889896;0.62477916;1.9034406;40.973343;1.1381621;0.8946279;0.65024465;2.4879425;0.009246206;1.0265588;0.0;1;0.47295141485977066;-0.376680327314034;3.2785242991140864;2.7607970931723855;0.9883985634361286;2.9371165121540774;0.27386127875258304;0.2478243782422054;0.7948717948717948;0.5384615384615384;0.1282051282051282;0.6729549469723665;-0.6729549469723665;-2.256184634833213;2.256184634833213;1.290611932721807
54;541.0331;78.39471;8.584896;7.5503855;54.52692;6.588381;1.722729;1.926956;1.4735621;1.1543362;1.7710277;51.99413;1.0710671;0.93055785;0.90755385;1.4735621;1.1543362;1.0732392;38.34773;1.0710671;0.60301954;1.3797846;4.4619737;0.009436753;1.0099349;0.0;1;0.6675191387567605;0.2972397839839118;2.961832313224326;2.2403751555658857;0.8508609582486625;2.799578906966611;0.27386127875258304;0.2478243782422054;0.8205128205128205;0.6153846153846154;0.15384615384615385;0.6672162262219302;-0.6672162262219302;-2.2343154526445144;2.2343154526445144;1.28162126893312
55;556.1458;71.730156;1.2420267;3.2677014;54.90896;4.522015;0.6342428;0.89003223;0.72496045;1.1412864;1.2722607;54.90896;1.9102249;1.7767904;0.83884215;0.69383895;1.1412864;1.2722607;44.260445;1.1587715;1.0803668;0.69383895;3.4905791;0.009321512;0.95008266;0.0;1;0.5276906226360314;-0.24235487235898745;3.1313327748303763;2.7040842403917793;0.7835999957091655;2.732317944427114;0.27386127875258304;0.24782437824220538;0.7948717948717948;0.5897435897435898;0.15384615384615385;0.6731208635325231;-0.6731208635325231;-2.261218842587209;2.261218842587209;1.2926815514651164
56;491.78314;70.13827;9.079318;9.408939;55.95865;6.480729;1.9165759;1.671195;1.6311321;0.8021356;1.9076835;55.95865;0.5312004;0.936459;0.9932287;1.6311321;0.8021356;0.69722843;46.807854;0.5312004;0.65493655;1.561067;1.6168936;0.009787902;0.9743814;0.0;1;0.255632107589162;-0.7517497297959039;3.729132495353117;3.4403221866056697;0.819344888508459;2.768062837226408;0.27386127875258304;0.24782437824220543;0.7435897435897436;0.4358974358974359;0.1282051282051282;0.6800224501177169;-0.6800224501177169;-2.2619578311523583;2.2619578311523583;1.2929853578752335
57;513.7482;73.88082;9.778125;6.7571797;54.252113;4.0814867;0.5370578;0.7814352;1.9975898;1.458715;1.1281219;52.827457;1.3246607;1.7337043;0.7814352;1.8200431;0.82359266;1.1281219;30.920496;1.3246607;1.556203;0.903684;3.7995565;0.009915069;0.998979;0.0;1;-0.06756256262750145;-0.7912908392609381;3.520125029711619;3.3809393941014605;0.7157773326888165;2.664495281406765;0.27386127875258304;0.24782437824220543;0.7692307692307693;0.4358974358974359;0.07692307692307693;0.711740976081947;-0.711740976081947;-2.3565721334278003;2.3565721334278003;1.331882348810693
58;427.9594;77.36064;6.973842;2.7389655;57.260784;8.750096;1.0153341;1.7934241;1.9170029;1.7304448;0.6106927;50.78545;1.9043975;1.2354766;1.7934241;1.0671189;1.7304448;0.6106927;40.867527;1.6481965;1.406186;1.0671189;2.4221244;0.009678509;1.0107826;0.0;1;-0.006697261446795904;-0.4260235593794732;3.347908948630226;3.251456902765028;0.3505036093574178;2.2992215580753665;0.27386127875258304;0.24782437824220543;0.7435897435897436;0.46153846153846156;0.1282051282051282;0.6918135946318443;-0.6918135946318443;-2.3001265678964713;2.3001265678964713;1.3086769496478132
59;422.906;79.71728;9.856723;3.6849825;50.049076;7.5214515;1.0838528;1.8102697;1.4508985;1.2275808;0.69898665;50.049076;1.9022794;1.278353;1.1272542;0.6738618;1.2275808;0.69898665;42.04643;1.6141636;1.0788957;0.61408305;1.9268988;0.0099932505;0.9700063;0.0;1;0.5292671224537151;-0.18815534417680624;3.0931777563000606;2.6639898364069836;0.4356685720185842;2.384386520736533;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.1282051282051282;0.6887174630253824;-0.6887174630253824;-2.2795441920305652;2.2795441920305652;1.3002153062362742
60;533.6806;78.83654;8.380126;5.7507644;54.830196;1.8186327;1.2278973;1.7261449;1.1704773;0.72316587;1.9281777;53.05809;0.73387706;1.2948719;1.7261449;0.9818997;0.72316587;1.323;45.34085;0.73387706;0.95963836;0.9818997;2.809985;0.009197738;1.0293217;0.0;1;0.572560439714836;-0.26710929196832467;3.3543349064208927;2.9451729168563645;0.9158726812310797;2.8645906299490282;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5128205128205128;0.15384615384615385;0.6770387233400598;-0.6770387233400598;-2.2648229359663876;2.2648229359663876;1.2941632342987788
61;494.21924;74.840744;1.3037261;8.9246235;59.230164;1.4111471;0.85284376;0.98153025;1.0496203;0.8924358;1.9100771;53.51953;1.4111471;0.6920243;0.98153025;1.0496203;0.8410167;1.7007557;46.044292;0.63145596;0.876053;1.0496203;1.847045;0.009550646;0.97270876;0.0;1;0.40560024934421934;-0.34796649472298213;3.5821847803340288;3.042075373531304;0.9748336822134692;2.923551630931418;0.27386127875258304;0.2478243782422054;0.7435897435897436;0.48717948717948717;0.15384615384615385;0.6791176742068487;-0.6791176742068487;-2.2685710391408147;2.2685710391408147;1.2957041211593767
62;513.04724;78.128174;0.93467957;8.150454;56.15904;1.2040985;0.6856961;0.72007763;0.9149614;0.97089905;1.8705771;56.15904;1.060648;0.51317024;0.72007763;0.6139857;0.73005086;0.97490996;35.341396;0.97406167;0.6834653;0.6139857;4.723738;0.009880111;1.01056;0.0;1;1.2607742480107902;0.9847986643102047;2.7190112965954913;2.027999850104038;0.8707894098807349;2.819507358598684;0.27386127875258304;0.2478243782422054;0.8205128205128205;0.717948717948718;0.1794871794871795;0.6342892973177271;-0.6342892973177271;-2.159942727452877;2.159942727452877;1.2510458152432247
63;552.99976;70.70331;1.0892663;3.6486368;54.864;1.1505543;1.7555712;1.7648715;0.6283937;1.8247179;1.6272266;53.503002;1.1505543;1.6690733;1.2311496;0.6283937;1.8201363;1.433885;40.7036;0.71213865;0.97639394;0.6283937;3.6092558;0.009423228;0.96322745;0.0;1;0.5986504162986608;-0.04059856243759441;2.8607314771671546;2.4677665730617377;0.8873781276182637;2.8360960763362124;0.27386127875258304;0.24782437824220546;0.8205128205128205;0.6410256410256411;0.1794871794871795;0.6584528416300784;-0.6584528416300784;-2.220511819549886;2.220511819549886;1.275946441994217
64;526.94366;75.722725;5.0123534;7.1652255;57.72025;5.4218807;1.4627293;1.3843681;0.81433;1.4357593;1.5189224;53.300503;0.5071427;1.6094772;0.50235885;0.59673285;0.5673943;0.88214177;32.04016;0.5071427;0.60669875;0.59673285;2.2593808;0.009107906;0.96316034;0.0;1;1.0268652285165258;0.5983861936892652;2.785606263647943;2.148873403137287;0.7613956535269776;2.710113602244926;0.27386127875258304;0.24782437824220543;0.8717948717948718;0.6153846153846154;0.1794871794871795;0.6512332022041519;-0.6512332022041519;-2.1764843447697473;2.1764843447697473;1.257846257917938
65;510.71588;79.24298;6.5727816;0.91507715;53.930008;2.5456605;1.2123396;1.1720151;1.3379686;1.8899125;1.7564294;52.05227;0.53733116;1.9682921;0.6749739;1.3379686;1.34958;1.416745;41.089973;0.53733116;1.2246599;0.7086201;3.3304217;0.00938705;1.0115256;0.0;1;0.06970950126831738;-0.4174218932577105;3.226411733395712;2.9320045678595648;0.905428794947855;2.8541467436658037;0.27386127875258304;0.2478243782422054;0.7435897435897436;0.5384615384615384;0.1282051282051282;0.6866697619979959;-0.6866697619979959;-2.296436123670203;2.296436123670203;1.3071597670214585
66;511.84143;73.96385;5.2813935;3.9270334;54.672455;7.038249;1.6619052;1.1189213;0.9077225;0.9829179;1.1679494;54.672455;0.8126476;1.2180475;1.0632143;0.5696646;0.5983818;1.1679494;33.07621;0.7743303;1.9363331;0.5696646;3.8616703;0.009316461;1.0263828;0.0;1;-0.15491943561004698;-0.3077965760510608;3.7147537446679735;3.24852299567533;0.735960610172113;2.6846785588900617;0.27386127875258304;0.2478243782422054;0.7692307692307693;0.38461538461538464;0.1282051282051282;0.6779774603487269;-0.6779774603487269;-2.296650314228505;2.296650314228505;1.3072478231398716
67;460.79;79.601006;7.061886;8.540317;51.9516;5.293137;1.8727356;0.65199983;1.5882814;1.8093778;1.3210132;51.9516;1.3642372;0.7699161;0.65199983;1.4921101;0.7372609;0.51498353;38.084183;1.3642372;1.7229439;1.4921101;3.6505299;0.009157576;1.0416642;0.0;1;-0.3957484842695778;-0.6614806299840268;3.8012662891813727;3.643689532455312;0.6286374107881298;2.5773553595060785;0.27386127875258304;0.24782437824220543;0.6666666666666666;0.38461538461538464;0.1794871794871795;0.6887360906421293;-0.6887360906421293;-2.329267381766717;2.329267381766717;1.3206570620166922
68;406.16357;72.20685;4.991384;2.275931;51.242043;1.7506397;0.8358899;1.4704336;1.6516813;1.687503;1.84748;51.119614;1.7506397;1.1506715;0.53483933;0.98440975;1.0611215;0.62951064;34.484592;0.92127633;1.915519;0.98440975;2.962432;0.009150949;1.045688;0.0;1;-0.374795146617489;-0.4512038139053516;3.7707633870521815;3.5489859714194267;0.8165312977055754;2.765249246423524;0.27386127875258304;0.24782437824220543;0.717948717948718;0.358974358974359;0.15384615384615385;0.6836105089874053;-0.6836105089874053;-2.309980055858084;2.309980055858084;1.3127278280320318
69;487.34348;71.056335;1.2873306;4.1158967;50.255226;0.95306975;0.98436564;1.2812089;1.2149572;1.9233481;0.5851676;50.255226;0.95306975;0.5357363;1.2812089;1.2149572;1.2136297;0.5851676;42.748802;0.95306975;0.9065431;1.2149572;3.0866277;0.009965721;1.0019474;0.0;1;0.31575968484971983;-0.07321599213943841;3.0853769011953944;2.8388243010427914;0.3146509967320873;2.263368945450036;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.15384615384615385;0.6834933934351198;-0.6834933934351198;-2.272260295183113;2.272260295183113;1.2972208153100993
70;442.91693;75.24762;2.958117;0.90949416;57.31509;1.2341952;1.9014832;1.9419179;1.8583302;0.86266696;1.3448813;57.31509;0.76554006;0.9260893;1.035241;0.92842096;0.86266696;1.3448813;33.334854;0.76554006;1.1263506;0.92842096;4.2826734;0.00929834;0.96869504;0.0;1;0.7350006435073573;0.2999359470133811;3.0088579019216692;2.430213633746604;0.8301649362099164;2.778882884927865;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6410256410256411;0.15384615384615385;0.6909553621474046;-0.6909553621474046;-2.282187481801501;2.282187481801501;1.3013019920309923
71;481.70572;79.07247;9.93288;1.1105078;54.6819;5.7533646;1.3160651;1.512596;1.7229191;1.9207603;1.0717967;54.6819;0.7783759;0.7670202;1.5110918;1.2863833;1.9207603;1.0717967;49.59094;0.68600434;1.5956231;1.2863833;3.7424824;0.009269175;0.9670946;0.0;1;-0.1081725982541636;-0.4535537694718528;3.3623002498764163;3.217104113159195;0.6910580354585312;2.63977598417648;0.27386127875258304;0.24782437824220546;0.7435897435897436;0.48717948717948717;0.15384615384615385;0.6935486731197343;-0.6935486731197343;-2.3327727836086085;2.3327727836086085;1.322098171662803
72;570.6806;73.11279;4.047361;2.2287729;59.39353;6.238099;0.9218589;1.948447;0.6166527;1.4891665;1.3333491;51.46276;1.8314005;0.5186745;1.948447;0.6166527;1.4891665;1.3333491;36.93374;0.7172634;1.0006688;0.6166527;3.6830595;0.009717935;0.9920358;0.0;1;0.6113003499725548;0.1006109948781102;2.8850492299817287;2.480635000072567;0.7984231229723141;2.7471410716902627;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.1794871794871795;0.6554817473271427;-0.6554817473271427;-2.215201758471408;2.215201758471408;1.2737634168841763
73;446.7879;78.0016;3.8553681;1.8269538;51.76816;4.112431;0.73733306;0.7097613;1.7037388;1.6017803;1.935902;51.76816;1.6125796;1.4638237;0.7097613;1.7037388;1.56557;1.854305;49.081505;0.80264944;0.6934957;1.2049648;2.4505503;0.009550953;0.9891326;0.0;1;0.23704901277139795;-0.39250595277499656;3.241747525278189;2.9435201773613926;0.9970523890218164;2.945770337739765;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5128205128205128;0.15384615384615385;0.6852097624008863;-0.6852097624008863;-2.2793813513130403;2.2793813513130403;1.3001483606079585
74;411.66055;71.69197;2.2904077;5.356537;52.439835;1.6179944;1.9830654;1.5237412;1.7446754;0.77882713;1.6785095;52.439835;1.3674071;1.7791338;0.7087118;1.725317;0.6579365;0.83679324;48.051414;0.5878932;1.268046;1.725317;2.3024235;0.009887442;0.9819971;0.0;1;-0.09246115306230653;-1.0374965647787349;4.031364301959244;3.801019830570624;0.8243655409863718;2.7730834897043204;0.27386127875258304;0.24782437824220546;0.6410256410256411;0.38461538461538464;0.07692307692307693;0.692659917872254;-0.692659917872254;-2.317594150899926;2.317594150899926;1.3158580671047893
75;456.27676;77.4557;9.883008;9.09004;56.38726;9.405668;1.3025359;1.7214266;1.0199039;0.8240799;1.2148331;56.38726;0.57284933;1.3913686;0.7956048;1.0199039;0.8240799;0.650054;44.36899;0.57284933;1.9368786;0.788213;2.5904415;0.009571093;1.0089492;0.0;1;-0.5621246852792726;-0.32861589903086497;4.178415381263079;4.10703247284971;0.6293919153214939;2.5781098640394426;0.27386127875258304;0.24782437824220543;0.6153846153846154;0.358974358974359;0.1282051282051282;0.6876280858805529;-0.6876280858805529;-2.3313590601982117;2.3313590601982117;1.321516974260751
76;458.71875;75.57027;2.9971797;1.6702396;50.54598;4.5919943;1.7933863;1.4167216;1.2394847;1.9914827;1.52122;50.54598;0.72113013;1.4117423;1.4167216;0.5586049;0.97950816;1.3844904;48.05431;0.72113013;1.6528311;0.5586049;4.4467525;0.009843607;1.0377502;0.0;1;0.45685291101133446;-0.16409857660877947;2.8741944125857035;2.293600040832473;0.8713712947667344;2.820089243484683;0.27386127875258304;0.24782437824220546;0.7948717948717948;0.6666666666666666;0.1794871794871795;0.6796260882269806;-0.6796260882269806;-2.3028422846285173;2.3028422846285173;1.309793410970988
77;532.3833;71.75017;6.786122;8.8155155;55.034134;4.8067083;1.453995;1.4222778;0.6051707;1.6759785;1.3443664;53.793118;1.3557979;1.5414739;1.1901182;0.6051707;0.9215745;1.3443664;34.64702;1.3557979;0.9461818;0.6051707;4.8161607;0.009458305;0.9675125;0.0;1;0.7737406723336369;0.28381380369415865;2.7282224507220394;2.311301054086698;0.8075985529096593;2.756316501627608;0.27386127875258304;0.24782437824220543;0.8717948717948718;0.6923076923076923;0.20512820512820512;0.6541568009676396;-0.6541568009676396;-2.208803282086595;2.208803282086595;1.2711329321481977
78;511.40643;77.18087;1.2826319;6.9802365;51.235817;4.3712645;1.165496;0.73363876;0.89887965;1.8335681;0.79577166;51.235817;1.767623;1.8076788;0.73363876;0.89887965;1.3234711;0.79577166;39.425327;1.1728084;0.94430774;0.74598;1.6386359;0.009651888;0.9912871;0.0;1;0.17222885379770103;-0.007487433617768602;3.3613669640759034;2.913656097163596;0.5102363015958726;2.4589542503138215;0.27386127875258304;0.24782437824220543;0.7948717948717948;0.5128205128205128;0.1282051282051282;0.6881046731877504;-0.6881046731877504;-2.2766403435380527;2.2766403435380527;1.2990215018560192
79;556.77966;77.13756;1.5048982;2.4369433;51.613976;1.441153;1.7874472;0.9818237;1.9271953;0.893292;1.1840783;51.613976;1.441153;1.578198;0.77114534;1.5193433;0.7561081;1.1840783;36.568687;1.441153;0.5510618;0.6910223;3.1889236;0.009462552;1.042975;0.0;1;0.7853587276166252;0.07961943465983268;3.0346914898307387;2.226207515171467;0.7433504017590149;2.6920683504769634;0.27386127875258304;0.2478243782422054;0.8205128205128205;0.6153846153846154;0.15384615384615385;0.6783036066896798;-0.6783036066896798;-2.238453081777943;2.238453081777943;1.2833222942435294
80;532.86273;75.15435;7.4224405;3.536602;55.121;7.3650723;1.0347624;1.4488262;1.8995713;1.2425929;0.666339;54.870567;1.2419008;1.0512425;0.7669655;1.0198176;0.98199785;0.666339;30.220411;1.2419008;1.5257527;0.9656789;3.342502;0.009358715;0.9537624;0.0;1;0.16576965152635909;-0.445608351186479;3.3373976463723998;3.0325538872095876;0.38452775645750226;2.333245705175451;0.27386127875258304;0.24782437824220543;0.7948717948717948;0.46153846153846156;0.10256410256410256;0.6944263299345707;-0.6944263299345707;-2.3010090858070473;2.3010090858070473;1.3090397625666057
81;481.27737;72.25468;6.6800303;2.6670697;55.69071;6.9497724;1.6527082;1.209513;1.5243728;1.2943615;1.1845143;55.69071;1.877534;1.731807;1.209513;1.5243728;0.5916166;1.1845143;39.031967;1.6252836;0.5553657;0.56092846;3.7295234;0.0098206205;0.98475504;0.0;1;0.7696634774775077;0.536448925518954;2.886984109070662;2.1196610014124246;0.748488879176019;2.6972068278939676;0.27386127875258304;0.24782437824220543;0.8461538461538461;0.6410256410256411;0.1282051282051282;0.6734400740219456;-0.6734400740219456;-2.2402681191711515;2.2402681191711515;1.2840684762829597
82;562.8041;71.32294;7.089478;8.082616;52.120346;2.3966272;1.180124;1.7945517;0.5274613;0.89958733;1.1591041;52.120346;0.5751177;1.3397077;0.869558;0.5274613;0.89958733;1.1591041;42.56705;0.5751177;1.2399155;0.5274613;2.759803;0.009948548;0.9576592;0.0;1;0.42409590291702326;0.1290595506378054;3.3308930321540027;2.6311566537715976;0.7186527071815666;2.667370655899515;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.10256410256410256;0.6805443836972799;-0.6805443836972799;-2.2769536516227276;2.2769536516227276;1.2991503062908298
83;433.3946;79.57255;3.0018308;7.498413;52.712387;3.344099;1.8460848;1.6659346;0.5358895;0.7167803;1.5474881;52.712387;0.71331805;1.8187647;0.99089;0.5358895;0.7167803;1.5474881;37.32111;0.6877493;1.7939734;0.5358895;2.4045916;0.00926774;1.002823;0.0;1;-0.3881398875098934;0.27199806377421964;4.2293223249744525;3.978734380419837;0.9016571604612056;2.8503751091791543;0.27386127875258304;0.2478243782422054;0.6410256410256411;0.38461538461538464;0.1282051282051282;0.683661636085452;-0.683661636085452;-2.3033458755216234;2.3033458755216234;1.3100004427825982
84;404.54242;76.55813;9.86249;3.670125;52.841076;5.8769703;1.2548269;1.3024075;1.392581;0.77891344;0.9041415;51.42274;0.84896797;1.5302135;0.99353564;1.392581;0.77891344;0.9041415;31.192333;0.84896797;1.43252;1.2093751;3.2415996;0.009959847;1.0058779;0.0;1;-0.03583516626437772;-0.5859377030433848;3.7641337544652296;3.4576274938680456;0.6059908191207785;2.5547087678387275;0.27386127875258304;0.24782437824220543;0.7435897435897436;0.41025641025641024;0.10256410256410256;0.6851473311225064;-0.6851473311225064;-2.289959908971693;2.289959908971693;1.3044973232009602
85;418.00958;78.092415;5.981214;1.3944424;51.4181;4.3285728;0.9887255;1.4178176;0.8453782;0.9782037;1.0895232;51.4181;0.5137532;1.2811679;0.908486;0.8453782;0.9782037;1.0895232;35.946316;0.5137532;1.3741575;0.8453782;3.711368;0.009189876;0.9558514;0.0;1;0.10651790560472908;-0.33639568626631444;3.4684956576267107;3.0874106118409372;0.7142045924362835;2.662922541154232;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.48717948717948717;0.1282051282051282;0.6786421894190852;-0.6786421894190852;-2.2776056511418767;2.2776056511418767;1.2994183505375911
86;544.47186;76.9697;9.722888;2.435541;59.657207;9.981155;1.5886165;1.4845463;1.4775498;1.1329967;1.1173792;50.062267;1.1670367;1.4654719;1.4845463;0.8634863;1.1329967;1.0677463;42.194725;0.79495406;0.7012948;0.8634863;3.4299195;0.009137255;0.9551801;0.0;1;0.8762526020630755;0.6534724062166504;2.825057691450206;2.2134414712204773;0.6906295892345199;2.6393475379524687;0.27386127875258304;0.24782437824220543;0.8461538461538461;0.6153846153846154;0.1282051282051282;0.6688656045926734;-0.6688656045926734;-2.2279267141969528;2.2279267141969528;1.2789947875713448
87;492.37546;78.29474;2.3939521;6.631875;56.922;5.4179463;1.7902008;1.4828247;0.6438285;0.5280816;0.75755584;56.922;1.0864264;1.5698086;0.5718566;0.6438285;0.5280816;0.75755584;41.26916;0.6637503;0.64836323;0.6438285;2.718737;0.009458685;1.0067353;0.0;1;1.197434435918596;0.5821890013272082;3.0424580248523316;2.307286147708851;0.477592107827211;2.4263100565451596;0.27386127875258304;0.24782437824220546;0.8461538461538461;0.5641025641025641;0.1794871794871795;0.6564965194549671;-0.6564965194549671;-2.1969148811079604;2.1969148811079604;1.2662454784125368
88;432.25436;71.62491;4.5864058;1.7223926;51.108418;8.9282875;1.7765274;1.5441178;1.9811954;1.215623;1.5987766;51.108418;0.7081691;0.71280795;0.88486344;1.7396752;0.8863455;1.2930297;39.48528;0.7081691;1.2703091;1.635574;3.1847594;0.009779547;1.0437176;0.0;1;0.044837102660894655;-1.0044159861071478;3.5926495260122553;3.4177849532997584;0.8767453089330428;2.8254632576509917;0.27386127875258304;0.24782437824220543;0.6923076923076923;0.46153846153846156;0.05128205128205128;0.6880164618034555;-0.6880164618034555;-2.3040431308381635;2.3040431308381635;1.310287092190509
